Timestamp,_id,Redemption Count,Sales Count,day_of_week,month,quarter,is_weekend,RedemptionCount_lag1,RedemptionCount_lag7
2015-05-08,15042600,2108,3390,4,5,2,0,1343.0,1.0
2015-05-09,16024905,5604,6145,5,5,2,1,2108.0,0.0
2015-05-10,14049132,3013,3554,6,5,2,1,5604.0,0.0
2015-05-11,13799492,395,908,0,5,2,0,3013.0,12.0
2015-05-12,13796356,512,3631,1,5,2,0,395.0,537.0
2015-05-13,14778330,643,1181,2,5,2,0,512.0,989.0
2015-05-14,15020945,1774,2563,3,5,2,0,643.0,1343.0
2015-05-15,15263377,635,1162,4,5,2,0,1774.0,2108.0
2015-05-16,15751712,6958,7640,5,5,2,1,635.0,5604.0
2015-05-17,15009538,7089,8249,6,5,2,1,6958.0,3013.0
2015-05-18,15743712,7250,9244,0,5,2,0,7089.0,395.0
2015-05-19,15247815,1862,4570,1,5,2,0,7250.0,512.0
2015-05-20,15489810,2776,1518,2,5,2,0,1862.0,643.0
2015-05-21,14994288,1760,2226,3,5,2,0,2776.0,1774.0
2015-05-22,15973425,1881,2257,4,5,2,0,1760.0,635.0
2015-05-23,15723552,6401,7058,5,5,2,1,1881.0,6958.0
2015-05-24,15228285,8208,9279,6,5,2,1,6401.0,7089.0
2015-05-25,14978916,1221,1540,0,5,2,0,8208.0,7250.0
2015-05-26,15220659,2345,2997,1,5,2,0,1221.0,1862.0
2015-05-27,14726010,1898,2390,2,5,2,0,2345.0,2776.0
2015-05-28,14967753,2774,3244,3,5,2,0,1898.0,1760.0
2015-05-29,15945150,4221,4663,4,5,2,0,2774.0,1881.0
2015-05-30,14714850,3054,3111,5,5,2,1,4221.0,6401.0
2015-05-31,12749958,406,609,6,5,2,1,3054.0,8208.0
2015-06-01,14708130,1116,1809,0,6,2,0,406.0,1221.0
2015-06-02,15684704,3025,3234,1,6,2,0,1116.0,2345.0
2015-06-03,16170561,2719,3977,2,6,2,0,3025.0,1898.0
2015-06-04,16656022,3432,3683,3,6,2,0,2719.0,2774.0
2015-06-05,16896237,3306,3389,4,6,2,0,3432.0,4221.0
2015-06-06,16157163,6200,9082,5,6,2,1,3306.0,3054.0
2015-06-07,15418683,8046,8547,6,6,2,1,6200.0,406.0
2015-06-08,15414714,775,1194,0,6,2,0,8046.0,1116.0
2015-06-09,16144491,1525,2001,1,6,2,0,775.0,3025.0
2015-06-10,15651104,1858,3192,2,6,2,0,1525.0,2719.0
2015-06-11,17602596,3134,7881,3,6,2,0,1858.0,3432.0
2015-06-12,18086155,3282,4225,4,6,2,0,3134.0,3306.0
2015-06-13,17103485,2017,12871,5,6,2,1,3282.0,6200.0
2015-06-14,16121655,9475,2992,6,6,2,1,2017.0,8046.0
2015-06-15,14652270,2618,3028,0,6,2,0,9475.0,775.0
2015-06-16,17089765,4761,4889,1,6,2,0,2618.0,1525.0
2015-06-17,17328899,4510,5270,2,6,2,0,4761.0,1858.0
2015-06-18,15860065,3342,3867,3,6,2,0,4510.0,3134.0
2015-06-19,17075345,6514,6818,4,6,2,0,3342.0,3282.0
2015-06-20,17314273,4994,15399,5,6,2,1,6514.0,2017.0
2015-06-21,19015503,9930,10784,6,6,2,1,4994.0,9475.0
2015-06-22,15354234,5741,6535,0,6,2,0,9930.0,2618.0
2015-06-23,19004505,7461,4184,1,6,2,0,5741.0,4761.0
2015-06-24,15588896,2494,6610,2,6,2,0,7461.0,4510.0
2015-06-25,16558714,3352,3890,3,6,2,0,2494.0,3342.0
2015-06-26,16310681,580,9887,4,6,2,0,3352.0,6514.0
2015-06-27,15332814,8569,1287,5,6,2,1,580.0,4994.0
2015-06-28,13139253,318,427,6,6,2,1,8569.0,9930.0
2015-06-29,15082213,1008,9389,0,6,2,0,318.0,5741.0
2015-06-30,17023685,1641,2871,1,6,2,0,1008.0,7461.0
2015-07-01,15560224,2118,16358,2,7,3,0,1641.0,2494.0
2015-07-02,16528250,2239,9679,3,7,3,0,2118.0,3352.0
2015-07-03,19924975,2666,11647,4,7,3,0,2239.0,580.0
2015-07-04,19432520,2046,14685,5,7,3,1,2666.0,8569.0
2015-07-05,15055801,192,13781,6,7,3,1,2046.0,318.0
2015-07-06,16265657,1615,8552,0,7,3,0,192.0,1008.0
2015-07-07,15533152,2554,2846,1,7,3,0,1615.0,1641.0
2015-07-08,16014273,892,7261,2,7,3,0,2554.0,2118.0
2015-07-09,16009917,721,5229,3,7,3,0,892.0,2239.0
2015-07-10,16248036,379,10069,4,7,3,0,721.0,2666.0
2015-07-11,17213169,1015,13053,5,7,3,1,379.0,2046.0
2015-07-12,15269436,695,10713,6,7,3,1,1015.0,192.0
2015-07-13,15023189,7315,6768,0,7,3,0,695.0,1615.0
2015-07-14,16714836,1776,2118,1,7,3,0,7315.0,2554.0
2015-07-15,15257214,7852,7717,2,7,3,0,1776.0,892.0
2015-07-16,16463650,8481,9427,3,7,3,0,7852.0,721.0
2015-07-17,15975003,2347,1918,4,7,3,0,8481.0,379.0
2015-07-18,15970647,23889,23354,5,7,3,1,2347.0,1015.0
2015-07-19,15724410,15934,15297,6,7,3,1,23889.0,695.0
2015-07-20,15720185,9271,9422,0,7,3,0,15934.0,7315.0
2015-07-21,15957711,7921,8688,1,7,3,0,9271.0,1776.0
2015-07-22,15953355,9770,10504,2,7,3,0,7921.0,7852.0
2015-07-23,15707380,9896,10331,3,7,3,0,9770.0,8481.0
2015-07-24,15703155,10246,10815,4,7,3,0,9896.0,2347.0
2015-07-25,14974457,13836,14306,5,7,3,1,10246.0,23889.0
2015-07-26,15453472,17287,18040,6,7,3,1,13836.0,15934.0
2015-07-27,16656186,9459,10379,0,7,3,0,17287.0,9271.0
2015-07-28,18340434,9257,10721,1,7,3,0,9459.0,7921.0
2015-07-29,18334658,9036,10794,2,7,3,0,9257.0,9770.0
2015-07-30,17846617,11607,12097,3,7,3,0,9036.0,9896.0
2015-07-31,17841141,10616,11871,4,7,3,0,11607.0,10246.0
2015-08-01,19040580,16324,16496,5,8,3,1,10616.0,13836.0
2015-08-02,18070725,19977,19942,6,8,3,1,16324.0,17287.0
2015-08-03,16860935,17762,18080,0,8,3,0,19977.0,9459.0
2015-08-04,17578327,5618,6674,1,8,3,0,17762.0,9257.0
2015-08-05,18054375,11680,12771,2,8,3,0,5618.0,9036.0
2015-08-06,18770583,10566,11267,3,8,3,0,11680.0,11607.0
2015-08-07,18042900,11343,12617,4,8,3,0,10566.0,10616.0
2015-08-08,14430270,15465,15366,5,8,3,1,11343.0,16324.0
2015-08-09,15147909,20055,19605,6,8,3,1,15465.0,19977.0
2015-08-10,16586013,3306,3907,0,8,3,0,20055.0,17762.0
2015-08-11,17782607,5617,7887,1,8,3,0,3306.0,5618.0
2015-08-12,18017325,10466,10758,2,8,3,0,5617.0,11680.0
2015-08-13,18732051,10843,12001,3,8,3,0,10466.0,10566.0
2015-08-14,17285724,3025,4784,4,8,3,0,10843.0,11343.0
2015-08-15,19680205,18982,19155,5,8,3,1,3025.0,15465.0
2015-08-16,19913360,21155,21519,6,8,3,1,18982.0,20055.0
2015-08-17,17028853,10558,10870,0,8,3,0,21155.0,3306.0
2015-08-18,16784075,3700,4289,1,8,3,0,10558.0,5617.0
2015-08-19,17977500,10791,11000,2,8,3,0,3700.0,10466.0
2015-08-20,16294738,2618,4855,3,8,3,0,10791.0,10843.0
2015-08-21,18924845,10123,13105,4,8,3,0,2618.0,3025.0
2015-08-22,20355205,20316,19678,5,8,3,1,10123.0,18982.0
2015-08-23,17715119,17363,17198,6,8,3,1,20316.0,21155.0
2015-08-24,15795351,8368,9149,0,8,3,0,17363.0,10558.0
2015-08-25,17704759,6757,6962,1,8,3,0,8368.0,3700.0
2015-08-26,17220996,5442,5889,2,8,3,0,6757.0,10791.0
2015-08-27,17693955,7267,9479,3,8,3,0,5442.0,2618.0
2015-08-28,18405464,10791,11483,4,8,3,0,7267.0,10123.0
2015-08-29,18877366,12996,12690,5,8,3,1,10791.0,20316.0
2015-08-30,18871125,12902,12840,6,8,3,1,12996.0,17363.0
2015-08-31,17432327,8511,8790,0,8,3,0,12902.0,8368.0
2015-09-01,18620433,8943,8915,1,9,3,0,8511.0,6757.0
2015-09-02,18137134,7473,10550,2,9,3,0,8943.0,5442.0
2015-09-03,18131358,6912,7652,3,9,3,0,7473.0,7267.0
2015-09-04,19079400,9917,10966,4,9,3,0,6912.0,10791.0
2015-09-05,15735687,16295,16276,5,9,3,1,9917.0,12996.0
2015-09-06,19306026,19636,19607,6,9,3,1,16295.0,12902.0
2015-09-07,19061240,17618,17210,0,9,3,0,19636.0,8511.0
2015-09-08,15482545,1319,1514,1,9,3,0,17618.0,8943.0
2015-09-09,15716415,1277,1483,2,9,3,0,1319.0,7473.0
2015-09-10,16188114,3349,4217,3,9,3,0,1277.0,6912.0
2015-09-11,15945531,1830,1937,4,9,3,0,3349.0,9917.0
2015-09-12,15465255,1716,1841,5,9,3,1,1830.0,16295.0
2015-09-13,14509704,1558,1769,6,9,3,1,1716.0,19636.0
2015-09-14,14505983,2383,2642,0,9,3,0,1558.0,17618.0
2015-09-15,15215392,2734,2895,1,9,3,0,2383.0,1319.0
2015-09-16,16161866,3116,3445,2,9,3,0,2734.0,1277.0
2015-09-17,15919669,3328,3501,3,9,3,0,3116.0,3349.0
2015-09-18,16390191,3864,3936,4,9,3,0,3328.0,1830.0
2015-09-19,15673119,1986,1995,5,9,3,1,3864.0,1716.0
2015-09-20,17330346,8272,7907,6,9,3,1,1986.0,1558.0
2015-09-21,14952042,1571,1628,0,9,3,0,8272.0,2383.0
2015-09-22,15422550,1984,2062,1,9,3,0,1571.0,2734.0
2015-09-23,14706803,2565,2758,2,9,3,0,1984.0,3116.0
2015-09-24,14228730,2430,2676,3,9,3,0,2565.0,3328.0
2015-09-25,16358589,2449,2683,4,9,3,0,2430.0,3864.0
2015-09-26,16590805,7325,7565,5,9,3,1,2449.0,1986.0
2015-09-27,16348998,7483,7274,6,9,3,1,7325.0,8272.0
2015-09-28,13028400,765,829,0,9,3,0,7483.0,1571.0
2015-09-29,13498968,400,496,1,9,3,0,765.0,1984.0
2015-09-30,14442665,1523,1610,2,9,3,0,400.0,2565.0
2015-10-01,14912289,1660,1713,3,10,4,0,1523.0,2430.0
2015-10-02,14671711,1170,1198,4,10,4,0,1660.0,2449.0
2015-10-03,14194770,1194,1151,5,10,4,1,1170.0,7325.0
2015-10-04,13718189,1646,1687,6,10,4,1,1194.0,7483.0
2015-10-05,13478391,728,675,0,10,4,0,1646.0,765.0
2015-10-06,14420644,1098,1036,1,10,4,0,728.0,400.0
2015-10-07,14653235,1563,1585,2,10,4,0,1098.0,1523.0
2015-10-08,14176890,1345,1179,3,10,4,0,1563.0,1660.0
2015-10-09,14173290,856,912,4,10,4,0,1345.0,1170.0
2015-10-10,14641951,3292,3387,5,10,4,1,856.0,1194.0
2015-10-11,14402039,5489,5500,6,10,4,1,3292.0,1646.0
2015-10-12,13926301,5276,5305,0,10,4,0,5489.0,728.0
2015-10-13,12979010,737,693,1,10,4,0,5276.0,1098.0
2015-10-14,13211884,652,650,2,10,4,0,737.0,1563.0
2015-10-15,12972905,867,746,3,10,4,0,652.0,1345.0
2015-10-16,12969880,766,743,4,10,4,0,867.0,856.0
2015-10-17,12731121,1081,1066,5,10,4,1,766.0,3292.0
2015-10-18,11785475,804,855,6,10,4,1,1081.0,5489.0
2015-10-19,11547340,729,784,0,10,4,0,804.0,5276.0
2015-10-20,11780525,546,466,1,10,4,0,729.0,737.0
2015-10-21,12955690,350,416,2,10,4,0,546.0,652.0
2015-10-22,12717189,985,952,3,10,4,0,350.0,867.0
2015-10-23,12949695,1035,1087,4,10,4,0,985.0,766.0
2015-10-24,12946670,406,409,5,10,4,1,1035.0,1081.0
2015-10-25,11767075,1440,1562,6,10,4,1,406.0,804.0
2015-10-26,13176156,805,829,0,10,4,0,1440.0,729.0
2015-10-27,14113830,774,725,1,10,4,0,805.0,546.0
2015-10-28,9407220,200,117,2,10,4,0,774.0,350.0
2015-10-29,12462102,398,446,3,10,4,0,200.0,985.0
2015-10-30,14339697,637,692,4,10,4,0,398.0,1035.0
2015-10-31,12221066,848,950,5,10,4,1,637.0,406.0
2015-11-01,12923185,662,827,6,11,4,1,848.0,1440.0
2015-11-02,13155044,571,761,0,11,4,0,662.0,805.0
2015-11-03,14326033,1124,1187,1,11,4,0,571.0,774.0
2015-11-04,14322312,1181,1292,2,11,4,0,1124.0,200.0
2015-11-05,13614485,788,738,3,11,4,0,1181.0,398.0
2015-11-06,13611121,419,361,4,11,4,0,788.0,637.0
2015-11-07,13138580,966,1046,5,11,4,1,419.0,848.0
2015-11-08,11728225,1290,1362,6,11,4,1,966.0,662.0
2015-11-09,14070570,655,649,0,11,4,0,1290.0,571.0
2015-11-10,11253864,321,203,1,11,4,0,655.0,1124.0
2015-11-11,13126596,482,371,2,11,4,0,321.0,1181.0
2015-11-12,11248872,296,255,3,11,4,0,482.0,788.0
2015-11-13,12652227,354,390,4,11,4,0,296.0,419.0
2015-11-14,14054610,663,637,5,11,4,1,354.0,966.0
2015-11-15,12177750,1009,1064,6,11,4,1,663.0,1290.0
2015-11-16,11472713,459,432,0,11,4,0,1009.0,655.0
2015-11-17,11236248,329,343,1,11,4,0,459.0,321.0
2015-11-18,12404014,407,431,2,11,4,0,329.0,482.0
2015-11-19,12167246,382,338,3,11,4,0,407.0,296.0
2015-11-20,13334067,503,539,4,11,4,0,382.0,354.0
2015-11-21,11226168,318,329,5,11,4,1,503.0,663.0
2015-11-22,10522440,385,410,6,11,4,1,318.0,1009.0
2015-11-23,11689225,290,277,0,11,4,0,385.0,459.0
2015-11-24,11219304,425,269,1,11,4,0,290.0,329.0
2015-11-25,14020890,422,362,2,11,4,0,425.0,407.0
2015-11-26,13082916,493,584,3,11,4,0,422.0,382.0
2015-11-27,12379157,242,252,4,11,4,0,493.0,503.0
2015-11-28,12376348,655,754,5,11,4,1,242.0,318.0
2015-11-29,10739459,317,405,6,11,4,1,655.0,385.0
2015-11-30,13071268,344,441,0,11,4,0,317.0,290.0
2015-12-01,12601467,265,351,1,12,4,0,344.0,425.0
2015-12-02,12831830,384,450,2,12,4,0,265.0,422.0
2015-12-03,12362356,256,370,3,12,4,0,384.0,493.0
2015-12-04,12592719,290,338,4,12,4,0,256.0,242.0
2015-12-05,11191080,577,584,5,12,4,1,290.0,655.0
2015-12-06,10722623,325,309,6,12,4,1,577.0,317.0
2015-12-07,10254442,229,157,0,12,4,0,325.0,344.0
2015-12-08,10951470,291,225,1,12,4,0,229.0,265.0
2015-12-09,13977390,360,408,2,12,4,0,291.0,384.0
2015-12-10,12809445,383,534,3,12,4,0,360.0,256.0
2015-12-11,12806420,473,497,4,12,4,0,383.0,290.0
2015-12-12,10941271,299,352,5,12,4,1,473.0,577.0
2015-12-13,9775437,238,238,6,12,4,1,299.0,325.0
2015-12-14,10704407,410,232,0,12,4,0,238.0,229.0
2015-12-15,11400193,346,377,1,12,4,0,410.0,291.0
2015-12-16,12560697,275,249,2,12,4,0,346.0,360.0
2015-12-17,12790305,442,417,3,12,4,0,275.0,383.0
2015-12-18,12787280,273,354,4,12,4,0,442.0,473.0
2015-12-19,10227646,322,353,5,12,4,1,273.0,299.0
2015-12-20,10690469,392,488,6,12,4,1,322.0,238.0
2015-12-21,10920685,231,292,0,12,4,0,392.0,410.0
2015-12-22,12312165,335,505,1,12,4,0,231.0,346.0
2015-12-23,12773805,465,536,2,12,4,0,335.0,275.0
2015-12-24,13002948,688,832,3,12,4,0,465.0,442.0
2015-12-25,11607125,649,806,4,12,4,0,688.0,273.0
2015-12-26,10676347,540,616,5,12,4,1,649.0,322.0
2015-12-27,10210178,452,478,6,12,4,1,540.0,392.0
2015-12-28,10904188,273,276,0,12,4,0,452.0,231.0
2015-12-29,10670045,214,245,1,12,4,0,273.0,335.0
2015-12-30,12986764,482,511,2,12,4,0,214.0,465.0
2015-12-31,12751805,370,533,3,12,4,0,482.0,688.0
2016-01-01,11589925,349,451,4,1,1,0,370.0,649.0
2016-01-02,11819148,332,402,5,1,1,1,349.0,540.0
2016-01-03,10658177,287,339,6,1,1,1,332.0,452.0
2016-01-04,11814201,228,277,0,1,1,0,287.0,273.0
2016-01-05,11348449,298,265,1,1,1,0,228.0,214.0
2016-01-06,11809101,266,325,2,1,1,0,298.0,482.0
2016-01-07,12037974,262,1382,3,1,1,0,266.0,370.0
2016-01-08,11109576,206,270,4,1,1,0,262.0,349.0
2016-01-09,10181754,240,276,5,1,1,1,206.0,332.0
2016-01-10,7866393,179,109,6,1,1,1,240.0,287.0
2016-01-11,12028718,316,264,0,1,1,0,179.0,228.0
2016-01-12,10869784,197,175,1,1,1,0,316.0,298.0
2016-01-13,9711555,231,198,2,1,1,0,197.0,266.0
2016-01-14,10634441,253,262,3,1,1,0,231.0,262.0
2016-01-15,11325664,188,217,4,1,1,0,253.0,206.0
2016-01-16,12016446,378,383,5,1,1,1,188.0,240.0
2016-01-17,8779539,186,178,6,1,1,1,378.0,179.0
2016-01-18,10856906,213,166,0,1,1,0,186.0,316.0
2016-01-19,12240244,277,331,1,1,1,0,213.0,197.0
2016-01-20,10390455,191,179,2,1,1,0,277.0,231.0
2016-01-21,10619261,200,226,3,1,1,0,191.0,253.0
2016-01-22,12694165,321,311,4,1,1,0,200.0,188.0
2016-01-23,10153154,475,478,5,1,1,1,321.0,378.0
2016-01-24,9920530,282,297,6,1,1,1,475.0,186.0
2016-01-25,11302536,281,264,0,1,1,0,282.0,213.0
2016-01-26,11069544,347,1224,1,1,1,0,281.0,277.0
2016-01-27,12911556,389,383,2,1,1,0,347.0,191.0
2016-01-28,11986494,311,369,3,1,1,0,389.0,200.0
2016-01-29,13366361,252,423,4,1,1,0,311.0,321.0
2016-01-30,12441519,574,732,5,1,1,1,252.0,475.0
2016-01-31,11287003,237,279,6,1,1,1,574.0,282.0
2016-02-01,12666225,367,433,0,2,1,0,237.0,281.0
2016-02-02,11742342,278,286,1,2,1,0,367.0,347.0
2016-02-03,11509575,232,347,2,2,1,0,278.0,389.0
2016-02-04,13117866,315,275,3,2,1,0,232.0,311.0
2016-02-05,11964342,282,310,4,2,1,0,315.0,252.0
2016-02-06,12421647,426,489,5,2,1,1,282.0,574.0
2016-02-07,10809060,545,594,6,2,1,1,426.0,237.0
2016-02-08,12646095,258,212,0,2,1,0,545.0,367.0
2016-02-09,12183375,387,261,1,2,1,0,258.0,278.0
2016-02-10,10342170,270,356,2,2,1,0,387.0,232.0
2016-02-11,12867428,246,236,3,2,1,0,270.0,315.0
2016-02-12,11486125,282,242,4,2,1,0,246.0,282.0
2016-02-13,8268462,167,166,5,2,1,1,282.0,426.0
2016-02-14,8956038,239,242,6,2,1,1,167.0,545.0
2016-02-15,11020728,363,349,0,2,1,0,239.0,258.0
2016-02-16,10100310,227,653,1,2,1,0,363.0,387.0
2016-02-17,13770030,324,1754,2,2,1,0,227.0,270.0
2016-02-18,14684064,389,1979,3,2,1,0,324.0,246.0
2016-02-19,11469075,219,273,4,2,1,0,389.0,282.0
2016-02-20,12613095,688,639,5,2,1,1,219.0,167.0
2016-02-21,9400521,413,375,6,2,1,1,688.0,239.0
2016-02-22,10086494,347,282,0,2,1,0,413.0,363.0
2016-02-23,11917906,319,220,1,2,1,0,347.0,227.0
2016-02-24,8020145,99,84,2,2,1,0,319.0,324.0
2016-02-25,11226145,246,159,3,2,1,0,99.0,389.0
2016-02-26,11681805,371,227,4,2,1,0,246.0,219.0
2016-02-27,12366135,358,426,5,2,1,1,371.0,688.0
2016-02-28,11676450,765,812,6,2,1,1,358.0,413.0
2016-02-29,8469522,207,181,0,2,1,0,765.0,347.0
2016-03-01,11900798,186,188,1,3,1,0,207.0,319.0
2016-03-02,11440525,270,172,2,3,1,0,186.0,99.0
2016-03-03,12352959,241,187,3,3,1,0,270.0,246.0
2016-03-04,11892686,334,268,4,3,1,0,241.0,371.0
2016-03-05,10975464,351,329,5,3,1,1,334.0,358.0
2016-03-06,10287405,470,428,6,3,1,1,351.0,765.0
2016-03-07,11885146,354,332,0,3,1,0,470.0,207.0
2016-03-08,12567885,400,404,1,3,1,0,354.0,186.0
2016-03-09,12108009,342,341,2,3,1,0,400.0,270.0
2016-03-10,10506561,327,159,3,3,1,0,342.0,241.0
2016-03-11,13472709,655,508,4,3,1,0,327.0,334.0
2016-03-12,13012701,2026,2219,5,3,1,1,655.0,351.0
2016-03-13,10727327,423,461,6,3,1,1,2026.0,470.0
2016-03-14,10268775,233,235,0,3,1,0,423.0,354.0
2016-03-15,13688550,463,318,1,3,1,0,233.0,400.0
2016-03-16,11176312,199,217,2,3,1,0,463.0,342.0
2016-03-17,13910013,357,601,3,3,1,0,199.0,327.0
2016-03-18,13222463,499,471,4,3,1,0,357.0,655.0
2016-03-19,11623869,970,874,5,3,1,1,499.0,2026.0
2016-03-20,11849110,621,597,6,3,1,1,970.0,423.0
2016-03-21,12757556,500,476,0,3,1,0,621.0,233.0
2016-03-22,11388025,304,294,1,3,1,0,500.0,463.0
2016-03-23,11385525,187,263,2,3,1,0,304.0,199.0
2016-03-24,8651327,94,264,3,3,1,0,187.0,357.0
2016-03-25,11153527,493,583,4,3,1,0,94.0,499.0
2016-03-26,14109185,1085,1238,5,3,1,1,493.0,970.0
2016-03-27,12285513,1837,2012,6,3,1,1,1085.0,621.0
2016-03-28,9780823,230,145,0,3,1,0,1837.0,500.0
2016-03-29,12962427,631,739,1,3,1,0,230.0,304.0
2016-03-30,12731852,474,707,2,3,1,0,631.0,187.0
2016-03-31,9319546,75,261,3,3,1,0,474.0,94.0
2016-04-01,13408104,462,696,4,4,2,0,75.0,493.0
2016-04-02,11587251,591,655,5,4,2,1,462.0,1085.0
2016-04-03,10676144,306,280,6,4,2,1,591.0,1837.0
2016-04-04,10901016,366,208,0,4,2,0,306.0,230.0
2016-04-05,13168987,661,590,1,4,2,0,366.0,631.0
2016-04-06,11349875,231,296,2,4,2,0,661.0,474.0
2016-04-07,13162723,322,362,3,4,2,0,231.0,75.0
2016-04-08,13613070,564,475,4,4,2,0,322.0,462.0
2016-04-09,11114670,511,500,5,4,2,1,564.0,591.0
2016-04-10,9978474,324,328,6,4,2,1,511.0,306.0
2016-04-11,12016955,335,238,0,4,2,0,324.0,366.0
2016-04-12,12467455,402,388,1,4,2,0,335.0,661.0
2016-04-13,13597410,452,543,2,4,2,0,402.0,231.0
2016-04-14,12914205,474,652,3,4,2,0,452.0,322.0
2016-04-15,14949231,1018,985,4,4,2,0,474.0,564.0
2016-04-16,14944875,2410,2740,5,4,2,1,1018.0,511.0
2016-04-17,13129779,3590,4215,6,4,2,1,2410.0,324.0
2016-04-18,14257845,1380,1528,0,4,2,0,3590.0,335.0
2016-04-19,13801433,975,883,1,4,2,0,1380.0,402.0
2016-04-20,14250033,979,1042,2,4,2,0,975.0,452.0
2016-04-21,13341670,426,552,3,4,2,0,979.0,474.0
2016-04-22,14694420,1192,1448,4,4,2,0,426.0,1018.0
2016-04-23,14464224,3484,3668,5,4,2,1,1192.0,2410.0
2016-04-24,13330578,1770,2313,6,4,2,1,3484.0,3590.0
2016-04-25,12875388,320,535,0,4,2,0,1770.0,1380.0
2016-04-26,13549530,794,813,1,4,2,0,320.0,975.0
2016-04-27,14674595,1322,1617,2,4,2,0,794.0,979.0
2016-04-28,14896035,816,2059,3,4,2,0,1322.0,426.0
2016-04-29,14891679,897,1202,4,4,2,0,816.0,1192.0
2016-04-30,14661790,3946,4443,5,4,2,1,897.0,3484.0
2016-05-01,11951871,342,436,6,5,2,1,3946.0,1770.0
2016-05-02,14428704,757,898,0,5,2,0,342.0,320.0
2016-05-03,13973901,1662,1846,1,5,2,0,757.0,794.0
2016-05-04,14871219,1307,1610,2,5,2,0,1662.0,1322.0
2016-05-05,15092085,955,1212,3,5,2,0,1307.0,816.0
2016-05-06,16213356,3723,3937,4,5,2,0,955.0,897.0
2016-05-07,15307854,3306,3869,5,5,2,1,3723.0,3946.0
2016-05-08,13953131,2302,2566,6,5,2,1,3306.0,342.0
2016-05-09,13724329,1756,1785,0,5,2,0,2302.0,757.0
2016-05-10,14620190,1374,1699,1,5,2,0,1756.0,1662.0
2016-05-11,15290446,1790,1964,2,5,2,0,1374.0,1307.0
2016-05-12,15510579,2228,2474,3,5,2,0,1790.0,955.0
2016-05-13,15056441,2049,2386,4,5,2,0,2228.0,3723.0
2016-05-14,13928827,901,1017,5,5,2,1,2049.0,3306.0
2016-05-15,12802143,693,973,6,5,2,1,901.0,2302.0
2016-05-16,13247919,1193,1492,0,5,2,0,693.0,1756.0
2016-05-17,14815581,1899,1785,1,5,2,0,1193.0,1374.0
2016-05-18,15035604,1731,2383,2,5,2,0,1899.0,1790.0
2016-05-19,15704045,2002,2668,3,5,2,0,1731.0,2228.0
2016-05-20,16147620,3833,5543,4,5,2,0,2002.0,2049.0
2016-05-21,17711563,12626,13284,5,5,2,1,3833.0,901.0
2016-05-22,18601628,16228,17552,6,5,2,1,12626.0,693.0
2016-05-23,19490697,19723,20548,0,5,2,0,16228.0,1193.0
2016-05-24,16124508,4250,4907,1,5,2,0,19723.0,1899.0
2016-05-25,15223942,2074,2757,2,5,2,0,4250.0,1731.0
2016-05-26,16114428,1753,2204,3,5,2,0,2074.0,2002.0
2016-05-27,16109244,3915,4927,4,5,2,0,1753.0,3833.0
2016-05-28,17445831,11240,11633,5,5,2,1,3915.0,12626.0
2016-05-29,16098444,10226,10046,6,5,2,1,11240.0,16228.0
2016-05-30,15646295,4632,5189,0,5,2,0,10226.0,19723.0
2016-05-31,14971150,3820,4908,1,5,2,0,4632.0,4250.0
2016-06-01,16306740,4271,4602,2,6,2,0,3820.0,2074.0
2016-06-02,16524681,3033,3770,3,6,2,0,4271.0,1753.0
2016-06-03,16965594,6747,8059,4,6,2,0,3033.0,3915.0
2016-06-04,18075393,15369,15057,5,6,2,1,6747.0,11240.0
2016-06-05,14723247,2591,2789,6,6,2,1,15369.0,10226.0
2016-06-06,15387828,3721,4007,0,6,2,0,2591.0,4632.0
2016-06-07,15605975,2397,3461,1,6,2,0,3721.0,3820.0
2016-06-08,16046748,1840,2138,2,6,2,0,2397.0,4271.0
2016-06-09,15373269,3876,4892,3,6,2,0,1840.0,3033.0
2016-06-10,17372745,7744,8471,4,6,2,0,3876.0,6747.0
2016-06-11,16698825,9589,10032,5,6,2,1,7744.0,15369.0
2016-06-12,16915738,10246,9836,6,6,2,1,9589.0,2591.0
2016-06-13,16465037,4048,4410,0,6,2,0,10246.0,3721.0
2016-06-14,16237171,4264,5446,1,6,2,0,4048.0,2397.0
2016-06-15,16676475,3972,5189,2,6,2,0,4264.0,1840.0
2016-06-16,16893090,3771,5880,3,6,2,0,3972.0,3876.0
2016-06-17,17109477,8665,12156,4,6,2,0,3771.0,7744.0
2016-06-18,19990575,23584,21844,5,6,2,1,8665.0,9589.0
2016-06-19,19316523,19428,17304,6,6,2,1,23584.0,10246.0
2016-06-20,16646100,4401,6208,0,6,2,0,19428.0,4048.0
2016-06-21,15974964,5534,8059,1,6,2,0,4401.0,4264.0
2016-06-22,17300361,5963,6684,2,6,2,0,5534.0,3972.0
2016-06-23,16629225,5900,6879,3,6,2,0,5963.0,3771.0
2016-06-24,17510034,9029,10743,4,6,2,0,5900.0,8665.0
2016-06-25,19497500,16973,17052,5,6,2,1,9029.0,23584.0
2016-06-26,18382591,14981,13427,6,6,2,1,16973.0,19428.0
2016-06-27,17268927,7105,7414,0,6,2,0,14981.0,4401.0
2016-06-28,17484122,5254,5057,1,6,2,0,7105.0,5534.0
2016-06-29,17035480,6784,7403,2,6,2,0,5254.0,5963.0
2016-06-30,17692920,9129,13092,3,6,2,0,6784.0,5900.0
2016-07-01,19233786,11643,11968,4,7,3,0,9129.0,9029.0
